Symbol,ftp_nasdaqtrader,nasdaq_screener_api,nasdaq_traded_list,nasdaq_listed_list,yahoo_nasdaq_tickers
CIM$A,1,0,1,0,0
CIM$B,1,0,1,0,0
CIM$C,1,0,1,0,0
CIM$D,1,0,1,0,0
CIMN,1,0,1,0,0
CIMO,1,0,1,0,0
CINF,1,1,1,1,0
CING,1,1,1,1,0
CINGW,1,1,1,1,0
CINT,1,0,1,0,0
CIO,1,0,1,0,0
CIO$A,1,0,1,0,0
CION,1,0,1,0,0
CISO,1,1,1,1,0
CISS,1,1,1,1,0
CIVB,1,1,1,1,0
CIVI,1,0,1,0,0
CIX,1,0,1,0,0
CJET,1,1,1,1,0
CJJD,1,1,1,1,0
CKPT,1,1,1,1,0
CKX,1,0,1,0,0
CL,1,0,1,0,0
CLAR,1,1,1,1,0
CLB,1,0,1,0,0
CLBK,1,1,1,1,0
CLBR,1,0,1,0,0
CLBT,1,1,1,1,0
CLCO,1,0,1,0,0
CLDI,1,0,1,0,0
CLDL,1,0,1,0,0
CLDT,1,0,1,0,0
CLDX,1,1,1,1,0
CLEU,1,1,1,1,0
CLF,1,0,1,0,0
CLFD,1,1,1,1,0
CLGN,1,1,1,1,0
CLH,1,0,1,0,0
CLIK,1,1,1,1,0
CLIP,1,0,1,0,0
CLIR,1,1,1,1,0
CLIX,1,0,1,0,0
CLLS,1,1,1,1,0
CLM,1,0,1,0,0
CLMB,1,1,1,1,0
CLMT,1,1,1,1,0
CLNE,1,1,1,1,0
CLNN,1,1,1,1,0
CLNNW,1,1,1,1,0
CLNR,1,0,1,0,0
CLOA,1,0,1,1,0
CLOB,1,0,1,0,0
CLOD,1,0,1,1,0
CLOI,1,0,1,0,0
CLOU,1,0,1,1,0
CLOV,1,1,1,1,0
CLOX,1,0,1,0,0
CLOZ,1,0,1,0,0
CLPR,1,0,1,0,0
CLPS,1,1,1,1,0
CLPT,1,1,1,1,0
CLRB,1,1,1,1,0
CLRC,1,1,1,1,0
CLRCR,1,1,1,1,0
CLRCU,1,1,1,1,0
CLRCW,1,1,1,1,0
CLRO,1,1,1,1,0
CLS,1,0,1,0,0
CLSD,1,1,1,1,0
CLSE,1,0,1,0,0
CLSK,1,1,1,1,0
CLSKW,1,1,1,1,0
CLSM,1,0,1,1,0
CLST,1,1,1,1,0
CLVT,1,0,1,0,0
CLW,1,0,1,0,0
CLWT,1,1,1,1,0
CLX,1,0,1,0,0
CLYM,1,1,1,1,0
CM,1,0,1,0,0
CMA,1,0,1,0,0
CMBM,1,1,1,1,0
CMBS,1,0,1,0,0
CMBT,1,0,1,0,0
CMC,1,0,1,0,0
CMCI,1,0,1,0,0
CMCL,1,0,1,0,0
CMCM,1,0,1,0,0
CMCO,1,1,1,1,0
CMCSA,1,1,1,1,0
CMCT,1,1,1,1,0
CMDT,1,0,1,0,0
CMDY,1,0,1,0,0
CME,1,1,1,1,0
CMF,1,0,1,0,0
CMG,1,0,1,0,0
CMI,1,0,1,0,0
CMLS,1,1,1,1,0
CMMB,1,1,1,1,0
CMND,1,1,1,1,0
CMP,1,0,1,0,0
CMPO,1,1,1,1,0
CMPOW,1,1,1,1,0
CMPR,1,1,1,1,0
CMPS,1,1,1,1,0
CMPX,1,1,1,1,0
CMRE,1,0,1,0,0
CMRX,1,1,1,1,0
CMS,1,0,1,0,0
CMS$B,1,0,1,0,0
CMS$C,1,0,1,0,0
CMSA,1,0,1,0,0
CMSC,1,0,1,0,0
CMSD,1,0,1,0,0
CMT,1,0,1,0,0
CMTG,1,0,1,0,0
CMTL,1,1,1,1,0
CMU,1,0,1,0,0
CNA,1,0,1,0,0
CNAV,1,0,1,0,0
CNBS,1,0,1,0,0
CNC,1,0,1,0,0
CNCK,1,1,1,1,0
CNCKW,1,1,1,1,0
CNCR,1,0,1,1,0
CNDT,1,1,1,1,0
CNEQ,1,0,1,0,0
CNET,1,1,1,1,0
CNEY,1,1,1,1,0
CNF,1,0,1,0,0
CNFR,1,1,1,1,0
CNFRZ,1,1,1,1,0
CNH,1,0,1,0,0
CNI,1,0,1,0,0
CNK,1,0,1,0,0
CNL,1,0,1,0,0
CNM,1,0,1,0,0
CNMD,1,0,1,0,0
CNNE,1,0,1,0,0
CNO,1,0,1,0,0
CNO$A,1,0,1,0,0
CNOB,1,1,1,1,0
CNOBP,1,1,1,1,0
CNP,1,0,1,0,0
CNQ,1,0,1,0,0
CNR,1,0,1,0,0
CNRG,1,0,1,0,0
CNS,1,0,1,0,0
CNSP,1,1,1,1,0
CNTA,1,1,1,1,0
CNTB,1,1,1,1,0
CNTM,1,1,1,1,0
CNTX,1,1,1,1,0
CNTY,1,1,1,1,0
CNVS,1,1,1,1,0
CNX,1,0,1,0,0
CNXC,1,1,1,1,0
CNXN,1,1,1,1,0
CNXT,1,0,1,0,0
CNYA,1,0,1,0,0
COAL,1,0,1,0,0
COCH,1,1,1,1,0
COCHW,1,1,1,1,0
COCO,1,1,1,1,0
COCP,1,1,1,1,0
CODA,1,1,1,1,0
CODI,1,0,1,0,0
CODX,1,1,1,1,0
COE,1,0,1,0,0
COEP,1,1,1,1,0
COEPW,1,1,1,1,0
COF,1,0,1,0,0
COF$I,1,0,1,0,0
COF$J,1,0,1,0,0
COF$K,1,0,1,0,0
COF$L,1,0,1,0,0
COF$N,1,0,1,0,0
COFS,1,1,1,1,0
COGT,1,1,1,1,0
COHN,1,0,1,0,0
COHR,1,0,1,0,0
COHU,1,1,1,1,0
COIN,1,1,1,1,0
COKE,1,1,1,1,0
COLAU,1,1,1,1,0
COLB,1,1,1,1,0
COLD,1,0,1,0,0
COLL,1,1,1,1,0
COLM,1,1,1,1,0
COM,1,0,1,0,0
COMB,1,0,1,0,0
COMM,1,1,1,1,0
COMP,1,0,1,0,0
COMT,1,0,1,1,0
CON,1,0,1,0,0
CONI,1,0,1,1,0
CONL,1,0,1,1,0
CONY,1,0,1,0,0
COO,1,1,1,1,0
COOK,1,0,1,0,0
COOP,1,1,1,1,0
COOT,1,1,1,1,0
COOTW,1,1,1,1,0
COP,1,0,1,0,0
COPA,1,0,1,0,0
COPJ,1,0,1,1,0
COPP,1,0,1,1,0
COPX,1,0,1,0,0
COPY,1,0,1,0,0
COR,1,0,1,0,0
CORN,1,0,1,0,0
CORO,1,0,1,1,0
CORP,1,0,1,0,0
CORT,1,1,1,1,0
CORX,1,0,1,0,0
CORZ,1,1,1,1,0
CORZW,1,1,1,1,0
CORZZ,1,1,1,1,0
COSM,1,1,1,1,0
COST,1,1,1,1,0
COTY,1,0,1,0,0
COUR,1,0,1,0,0
COWG,1,0,1,1,0
COWS,1,0,1,1,0
COWZ,1,0,1,0,0
COYA,1,1,1,1,0
CP,1,0,1,0,0
CPA,1,0,1,0,0
CPAC,1,0,1,0,0
CPAI,1,0,1,0,0
CPAY,1,0,1,0,0
CPB,1,1,1,1,0
CPBI,1,1,1,1,0
CPER,1,0,1,0,0
CPF,1,0,1,0,0
CPHC,1,1,1,1,0
CPHI,1,0,1,0,0
CPII,1,0,1,0,0
CPIX,1,1,1,1,0
CPK,1,0,1,0,0
CPLB,1,0,1,0,0
CPLS,1,0,1,1,0
CPNG,1,0,1,0,0
CPNJ,1,0,1,0,0
CPNQ,1,0,1,0,0
CPNS,1,0,1,0,0
CPOP,1,1,1,1,0
CPRI,1,0,1,0,0
CPRJ,1,0,1,0,0
CPRO,1,0,1,0,0
CPRT,1,1,1,1,0
CPRX,1,1,1,1,0
CPRY,1,0,1,0,0
CPS,1,0,1,0,0
CPSA,1,0,1,0,0
CPSD,1,0,1,0,0
CPSH,1,1,1,1,0
CPSJ,1,0,1,0,0
CPSL,1,0,1,0,0
CPSM,1,0,1,0,0
CPSN,1,0,1,0,0
CPSO,1,0,1,0,0
CPSS,1,1,1,1,0
CPST,1,0,1,0,0
CPSY,1,0,1,0,0
CPT,1,0,1,0,0
CPXR,1,0,1,0,0
CPZ,1,1,1,1,0
CQP,1,0,1,0,0
CQQQ,1,0,1,0,0
CR,1,0,1,0,0
CRAI,1,1,1,1,0
CRAK,1,0,1,0,0
CRBD,1,0,1,0,0
CRBG,1,0,1,0,0
CRBN,1,0,1,0,0
CRBP,1,1,1,1,0
CRBU,1,1,1,1,0
CRC,1,0,1,0,0
CRCT,1,1,1,1,0
CRD.A,1,0,1,0,0
CRD.B,1,0,1,0,0
CRDF,1,1,1,1,0
CRDL,1,1,1,1,0
CRDO,1,1,1,1,0
CRDT,1,0,1,0,0
CRED,1,0,1,0,0
CREG,1,1,1,1,0
CRESW,1,1,1,1,0
CRESY,1,1,1,1,0
CREV,1,1,1,1,0
CREVW,1,1,1,1,0
CREX,1,1,1,1,0
CRF,1,0,1,0,0
CRGO,1,1,1,1,0
CRGOW,1,1,1,1,0
CRGX,1,1,1,1,0
CRGY,1,0,1,0,0
CRH,1,0,1,0,0
CRI,1,0,1,0,0
CRIS,1,1,1,1,0
CRIT,1,0,1,0,0
CRK,1,0,1,0,0
CRKN,1,1,1,1,0
CRL,1,0,1,0,0
CRM,1,0,1,0,0
CRMD,1,1,1,1,0
CRML,1,1,1,1,0
CRMLW,1,1,1,1,0
CRMT,1,1,1,1,0
CRNC,1,1,1,1,0
CRNT,1,1,1,1,0
CRNX,1,1,1,1,0
CRON,1,1,1,1,0
CROX,1,1,1,1,0
CRPT,1,0,1,0,0
CRS,1,0,1,0,0
CRSH,1,0,1,0,0
CRSP,1,1,1,1,0
CRSR,1,1,1,1,0
CRT,1,0,1,0,0
CRTC,1,0,1,0,0
CRTO,1,1,1,1,0
CRUS,1,1,1,1,0
CRUZ,1,0,1,0,0
CRVL,1,1,1,1,0
CRVO,1,1,1,1,0
CRVS,1,1,1,1,0
CRWD,1,1,1,1,0
CRWL,1,0,1,1,0
CRWS,1,1,1,1,0
CSA,1,0,1,1,0
CSAN,1,0,1,0,0
CSB,1,0,1,1,0
CSBR,1,1,1,1,0
CSCI,1,1,1,1,0
CSCO,1,1,1,1,0
CSD,1,0,1,0,0
CSF,1,0,1,1,0
CSGP,1,1,1,1,0
CSGS,1,1,1,1,0
CSHI,1,0,1,0,0
CSHP,1,0,1,0,0
CSIQ,1,1,1,1,0
CSL,1,0,1,0,0
CSLR,1,1,1,1,0
CSLRW,1,1,1,1,0
CSM,1,0,1,0,0
CSMD,1,0,1,0,0
CSPI,1,1,1,1,0
CSQ,1,1,1,1,0
CSR,1,0,1,0,0
CSTE,1,1,1,1,0
CSTL,1,1,1,1,0
CSTM,1,0,1,0,0
CSV,1,0,1,0,0
CSWC,1,1,1,1,0
CSWCZ,1,1,1,1,0
CSWI,1,1,1,1,0
CSX,1,1,1,1,0
CTA,1,0,1,0,0
CTA$A,1,0,1,0,0
CTA$B,1,0,1,0,0
CTAS,1,1,1,1,0
CTBB,1,0,1,0,0
CTBI,1,1,1,1,0
CTCX,1,1,1,1,0
CTCXW,1,1,1,1,0
CTDD,1,0,1,0,0
CTEC,1,0,1,1,0
CTEST,1,0,1,0,0
CTEX,1,0,1,0,0
CTGO,1,0,1,0,0
CTHR,1,1,1,1,0
CTKB,1,1,1,1,0
CTLP,1,1,1,1,0
CTM,1,0,1,0,0
CTMX,1,1,1,1,0
CTNM,1,1,1,1,0
CTNT,1,1,1,1,0
CTO,1,0,1,0,0
CTO$A,1,0,1,0,0
CTOR,1,1,1,1,0
CTOS,1,0,1,0,0
CTRA,1,0,1,0,0
CTRE,1,0,1,0,0
CTRI,1,0,1,0,0
CTRM,1,1,1,1,0
CTRN,1,1,1,1,0
CTS,1,0,1,0,0
CTSH,1,1,1,1,0
CTSO,1,1,1,1,0
CTV,1,0,1,0,0
CTV.W,1,0,1,0,0
CTVA,1,0,1,0,0
CTXR,1,1,1,1,0
CUB,1,1,1,1,0
CUBA,1,1,1,1,0
CUBB,1,0,1,0,0
CUBE,1,0,1,0,0
CUBI,1,0,1,0,0
CUBWU,1,1,1,1,0
CUBWW,1,1,1,1,0
CUE,1,1,1,1,0
CUK,1,0,1,0,0
CULP,1,0,1,0,0
CURB,1,0,1,0,0
CURE,1,0,1,0,0
CURI,1,1,1,1,0
CURIW,1,1,1,1,0
CURR,1,1,1,1,0
CURV,1,0,1,0,0
CUT,1,0,1,0,0
CUTR,1,1,1,1,0
CUZ,1,0,1,0,0
CVAC,1,1,1,1,0
CVAR,1,0,1,0,0
CVBF,1,1,1,1,0
CVCO,1,1,1,1,0
CVE,1,0,1,0,0
CVE.W,1,0,1,0,0
CVEO,1,0,1,0,0
CVGI,1,1,1,1,0
CVGW,1,1,1,1,0
CVI,1,0,1,0,0
CVIE,1,0,1,0,0
CVKD,1,1,1,1,0
CVLC,1,0,1,0,0
CVLG,1,0,1,0,0
CVLT,1,1,1,1,0
CVM,1,0,1,0,0
CVMC,1,0,1,0,0
CVNA,1,0,1,0,0
CVR,1,0,1,0,0
CVRD,1,0,1,0,0
CVRT,1,0,1,0,0
CVRX,1,1,1,1,0
CVS,1,0,1,0,0
CVSB,1,0,1,0,0
CVSE,1,0,1,0,0
CVU,1,0,1,0,0
CVV,1,1,1,1,0
CVX,1,0,1,0,0
CVY,1,0,1,0,0
CW,1,0,1,0,0
CWAN,1,0,1,0,0
CWB,1,0,1,0,0
CWBC,1,1,1,1,0
CWCO,1,1,1,1,0
CWD,1,1,1,1,0
CWEB,1,0,1,0,0
CWEN,1,0,1,0,0
CWH,1,0,1,0,0
CWI,1,0,1,0,0
CWK,1,0,1,0,0
CWS,1,0,1,0,0
CWST,1,1,1,1,0
CWT,1,0,1,0,0
CX,1,0,1,0,0
CXAI,1,1,1,1,0
CXAIW,1,1,1,1,0
CXDO,1,1,1,1,0
CXE,1,0,1,0,0
CXH,1,0,1,0,0
CXM,1,0,1,0,0
CXRN,1,0,1,0,0
CXSE,1,0,1,1,0
CXT,1,0,1,0,0
CXW,1,0,1,0,0
CYBN,1,0,1,0,0
CYBR,1,1,1,1,0
CYCC,1,1,1,1,0
CYCCP,1,1,1,1,0
CYCN,1,1,1,1,0
CYD,1,0,1,0,0
CYH,1,0,1,0,0
CYN,1,1,1,1,0
CYRX,1,1,1,1,0
CYTH,1,1,1,1,0
CYTHW,1,1,1,1,0
CYTK,1,1,1,1,0
CZA,1,0,1,0,0
CZAR,1,0,1,1,0
CZFS,1,1,1,1,0
CZNC,1,1,1,1,0
CZR,1,1,1,1,0
CZWI,1,1,1,1,0
D,1,0,1,0,0
DAC,1,0,1,0,0
DADA,1,1,1,1,0
DAIO,1,1,1,1,0
DAKT,1,1,1,1,0
DAL,1,0,1,0,0
DALI,1,0,1,1,0
DALN,1,1,1,1,0
DAN,1,0,1,0,0
DAO,1,0,1,0,0
DAPP,1,0,1,1,0
DAPR,1,0,1,0,0
DAR,1,0,1,0,0
DARE,1,1,1,1,0
DARP,1,0,1,0,0
DASH,1,1,1,1,0
DAT,1,0,1,0,0
DATS,1,1,1,1,0
DATSW,1,1,1,1,0
DAUG,1,0,1,0,0
DAVA,1,0,1,0,0
DAVE,1,1,1,1,0
DAVEW,1,1,1,1,0
DAWN,1,1,1,1,0
DAX,1,0,1,1,0
DAY,1,0,1,0,0
DB,1,0,1,0,0
DBA,1,0,1,0,0
DBAW,1,0,1,0,0
DBB,1,0,1,0,0
DBC,1,0,1,0,0
DBD,1,0,1,0,0
DBE,1,0,1,0,0
DBEF,1,0,1,0,0
DBEM,1,0,1,0,0
DBEU,1,0,1,0,0
DBEZ,1,0,1,0,0
DBI,1,0,1,0,0
DBJP,1,0,1,0,0
DBL,1,0,1,0,0
DBMF,1,0,1,0,0
DBND,1,0,1,0,0
DBO,1,0,1,0,0
DBP,1,0,1,0,0
DBRG,1,0,1,0,0
DBVT,1,1,1,1,0
DBX,1,1,1,1,0
DC,1,0,1,0,0
DC.W,1,0,1,0,0
DCAP,1,0,1,1,0
DCBO,1,1,1,1,0
DCGO,1,1,1,1,0
DCI,1,0,1,0,0
DCMT,1,0,1,0,0
DCO,1,0,1,0,0
DCOM,1,1,1,1,0
DCOMG,1,1,1,1,0
DCOMP,1,1,1,1,0
DCOR,1,0,1,0,0
DCRE,1,0,1,0,0
DCTH,1,1,1,1,0
DD,1,0,1,0,0
DDC,1,0,1,0,0
DDD,1,0,1,0,0
DDEC,1,0,1,0,0
DDI,1,1,1,1,0
DDIV,1,0,1,1,0
DDL,1,0,1,0,0
DDLS,1,0,1,0,0
DDM,1,0,1,0,0
DDOG,1,1,1,1,0
DDS,1,0,1,0,0
DDT,1,0,1,0,0
DDWM,1,0,1,0,0
DE,1,0,1,0,0
DEA,1,0,1,0,0
DEC,1,0,1,0,0
DECA,1,1,1,1,0
DECAU,1,1,1,1,0
DECAW,1,1,1,1,0
DECK,1,0,1,0,0
DECM,1,0,1,0,0
DECO,1,0,1,1,0
DECP,1,0,1,0,0
DECT,1,0,1,0,0
DECU,1,0,1,0,0
DECW,1,0,1,0,0
DECZ,1,0,1,0,0
DEED,1,0,1,0,0
DEEF,1,0,1,0,0
DEEP,1,0,1,0,0
DEFI,1,0,1,0,0
DEHP,1,0,1,0,0
DEI,1,0,1,0,0
DELL,1,0,1,0,0
DEM,1,0,1,0,0
DEMZ,1,0,1,1,0
DENN,1,1,1,1,0
DEO,1,0,1,0,0
DERM,1,1,1,1,0
DES,1,0,1,0,0
DESK,1,0,1,0,0
DESP,1,0,1,0,0
DEUS,1,0,1,0,0
DEVS,1,1,1,1,0
DEW,1,0,1,0,0
DEXC,1,0,1,0,0
DFAC,1,0,1,0,0
DFAE,1,0,1,0,0
DFAI,1,0,1,0,0
DFAR,1,0,1,0,0
DFAS,1,0,1,0,0
DFAT,1,0,1,0,0
DFAU,1,0,1,0,0
DFAW,1,0,1,0,0
DFAX,1,0,1,0,0
DFCA,1,0,1,0,0
DFCF,1,0,1,0,0
DFE,1,0,1,0,0
DFEB,1,0,1,0,0
DFEM,1,0,1,0,0
DFEN,1,0,1,0,0
DFEV,1,0,1,0,0
DFGP,1,0,1,1,0
DFGR,1,0,1,0,0
DFGX,1,0,1,1,0
DFH,1,0,1,0,0
DFIC,1,0,1,0,0
DFIN,1,0,1,0,0
DFIP,1,0,1,0,0
DFIS,1,0,1,0,0
DFIV,1,0,1,0,0
DFJ,1,0,1,0,0
DFLI,1,1,1,1,0
DFLIW,1,1,1,1,0
DFLV,1,0,1,0,0
DFND,1,0,1,0,0
DFNL,1,0,1,0,0
DFNM,1,0,1,0,0
DFP,1,0,1,0,0
DFS,1,0,1,0,0
DFSB,1,0,1,0,0
DFSD,1,0,1,0,0
DFSE,1,0,1,0,0
DFSI,1,0,1,0,0
DFSU,1,0,1,0,0
DFSV,1,0,1,0,0
DFUS,1,0,1,0,0
DFUV,1,0,1,0,0
DFVE,1,0,1,0,0
DFVX,1,0,1,0,0
DG,1,0,1,0,0
DGCB,1,0,1,1,0
DGHI,1,1,1,1,0
DGICA,1,1,1,1,0
DGICB,1,1,1,1,0
DGII,1,1,1,1,0
DGIN,1,0,1,0,0
DGLY,1,1,1,1,0
DGNX,1,1,1,1,0
DGP,1,0,1,0,0
DGRE,1,0,1,1,0
DGRO,1,0,1,0,0
DGRS,1,0,1,1,0
DGRW,1,0,1,1,0
DGS,1,0,1,0,0
DGT,1,0,1,0,0
DGX,1,0,1,0,0
DGZ,1,0,1,0,0
DH,1,1,1,1,0
DHAI,1,1,1,1,0
DHAIW,1,1,1,1,0
DHC,1,1,1,1,0
DHCNI,1,1,1,1,0
DHCNL,1,1,1,1,0
DHDG,1,0,1,0,0
DHF,1,0,1,0,0
DHI,1,0,1,0,0
DHIL,1,1,1,1,0
DHR,1,0,1,0,0
DHS,1,0,1,0,0
DHT,1,0,1,0,0
DHX,1,0,1,0,0
DHY,1,0,1,0,0
DIA,1,0,1,0,0
DIAL,1,0,1,0,0
DIAX,1,0,1,0,0
DIBS,1,1,1,1,0
DIEM,1,0,1,0,0
DIG,1,0,1,0,0
DIHP,1,0,1,0,0
DIM,1,0,1,0,0
DIN,1,0,1,0,0
DINO,1,0,1,0,0
DINT,1,0,1,0,0
DIOD,1,1,1,1,0
DIPS,1,0,1,0,0
DIS,1,0,1,0,0
DISO,1,0,1,0,0
DIST,1,1,1,1,0
DISTR,1,0,1,1,0
DISTW,1,0,1,1,0
DISV,1,0,1,0,0
DIT,1,0,1,0,0
DIV,1,0,1,0,0
DIVB,1,0,1,0,0
DIVD,1,0,1,1,0
DIVG,1,0,1,0,0
DIVI,1,0,1,0,0
DIVL,1,0,1,0,0
DIVO,1,0,1,0,0
DIVP,1,0,1,0,0
DIVS,1,0,1,0,0
DIVY,1,0,1,0,0
DIVZ,1,0,1,0,0
DJAN,1,0,1,0,0
DJCO,1,1,1,1,0
DJD,1,0,1,0,0
DJIA,1,0,1,0,0
DJP,1,0,1,0,0
DJT,1,1,1,1,0
DJTWW,1,1,1,1,0
DJUL,1,0,1,0,0
DJUN,1,0,1,0,0
DK,1,0,1,0,0
DKL,1,0,1,0,0
DKNG,1,1,1,1,0
DKS,1,0,1,0,0
DLB,1,0,1,0,0
DLHC,1,1,1,1,0
DLN,1,0,1,0,0
DLNG,1,0,1,0,0
DLO,1,1,1,1,0
DLPN,1,1,1,1,0
DLR,1,0,1,0,0
DLR$J,1,0,1,0,0
DLR$K,1,0,1,0,0
DLR$L,1,0,1,0,0
DLS,1,0,1,0,0
DLTH,1,1,1,1,0
DLTR,1,1,1,1,0
DLX,1,0,1,0,0
DLY,1,0,1,0,0
DM,1,0,1,0,0
DMA,1,0,1,0,0
DMAC,1,1,1,1,0
DMAR,1,0,1,0,0
DMAT,1,0,1,1,0
DMAX,1,0,1,0,0
DMAY,1,0,1,0,0
DMB,1,0,1,0,0
DMBS,1,0,1,0,0
DMCY,1,0,1,0,0
DMF,1,0,1,0,0
DMLP,1,1,1,1,0
DMN,1,1,1,1,0
DMO,1,0,1,0,0
DMRC,1,1,1,1,0
DMX,1,0,1,0,0
DMXF,1,0,1,1,0
DMYY,1,0,1,0,0
DNA,1,0,1,0,0
DNB,1,0,1,0,0
DNL,1,0,1,0,0
DNLI,1,1,1,1,0
DNN,1,0,1,0,0
DNOV,1,0,1,0,0
DNOW,1,0,1,0,0
DNP,1,0,1,0,0
DNTH,1,1,1,1,0
DNUT,1,1,1,1,0
DOC,1,0,1,0,0
DOCN,1,0,1,0,0
DOCS,1,0,1,0,0
DOCT,1,0,1,0,0
DOCU,1,1,1,1,0
DOG,1,0,1,0,0
DOGG,1,0,1,0,0
DOGZ,1,1,1,1,0
DOL,1,0,1,0,0
DOLE,1,0,1,0,0
DOMH,1,1,1,1,0
DOMO,1,1,1,1,0
DON,1,0,1,0,0
DOOO,1,1,1,1,0
DORM,1,1,1,1,0
DOUG,1,0,1,0,0
DOV,1,0,1,0,0
DOW,1,0,1,0,0
DOX,1,1,1,1,0
DOYU,1,1,1,1,0
DPG,1,0,1,0,0
DPRO,1,1,1,1,0
DPST,1,0,1,0,0
DPZ,1,1,1,1,0
DQ,1,0,1,0,0
DRAG,1,0,1,0,0
DRAI,1,0,1,0,0
DRCT,1,1,1,1,0
DRD,1,0,1,0,0
DRDBU,1,1,1,1,0
DRH,1,0,1,0,0
DRH$A,1,0,1,0,0
DRI,1,0,1,0,0
DRIO,1,1,1,1,0
DRIP,1,0,1,0,0
DRIV,1,0,1,1,0
DRLL,1,0,1,0,0
DRMA,1,1,1,1,0
DRMAW,1,1,1,1,0
DRN,1,0,1,0,0
DRRX,1,1,1,1,0
DRS,1,1,1,1,0
DRSK,1,0,1,0,0
DRTS,1,1,1,1,0
DRTSW,1,1,1,1,0
DRUG,1,1,1,1,0
DRUP,1,0,1,0,0
DRV,1,0,1,0,0
DRVN,1,1,1,1,0
DSCF,1,0,1,0,0
DSEP,1,0,1,0,0
DSGN,1,1,1,1,0
DSGR,1,1,1,1,0
DSGX,1,1,1,1,0
DSI,1,0,1,0,0
DSL,1,0,1,0,0
DSM,1,0,1,0,0
DSMC,1,0,1,0,0
DSP,1,1,1,1,0
DSS,1,0,1,0,0
DSTL,1,0,1,0,0
DSTX,1,0,1,0,0
DSU,1,0,1,0,0
DSWL,1,1,1,1,0
DSX,1,0,1,0,0
DSX$B,1,0,1,0,0
DSX.W,1,0,1,0,0
DSY,1,1,1,1,0
DSYWW,1,1,1,1,0
DT,1,0,1,0,0
DTAN,1,0,1,0,0
DTB,1,0,1,0,0
DTC,1,0,1,0,0
DTCK,1,1,1,1,0
DTCR,1,0,1,1,0
DTD,1,0,1,0,0
DTE,1,0,1,0,0
DTEC,1,0,1,0,0
DTF,1,0,1,0,0
DTG,1,0,1,0,0
DTH,1,0,1,0,0
DTI,1,1,1,1,0
DTIL,1,1,1,1,0
DTM,1,0,1,0,0
DTRE,1,0,1,0,0
DTSQ,1,1,1,1,0
DTSQR,1,1,1,1,0
DTSQU,1,1,1,1,0
DTSS,1,1,1,1,0
DTST,1,1,1,1,0
DTSTW,1,1,1,1,0
DTW,1,0,1,0,0
DUBS,1,0,1,0,0
DUG,1,0,1,0,0
DUHP,1,0,1,0,0
DUK,1,0,1,0,0
DUK$A,1,0,1,0,0
DUKB,1,0,1,0,0
DUKH,1,0,1,1,0
DUKQ,1,0,1,0,0
DUKX,1,0,1,1,0
DUKZ,1,0,1,0,0
DULL,1,0,1,0,0
DUO,1,1,1,1,0
DUOL,1,1,1,1,0
DUOT,1,1,1,1,0
DURA,1,0,1,0,0
DUSA,1,0,1,0,0
DUSB,1,0,1,0,0
DUSL,1,0,1,0,0
DUST,1,0,1,0,0
DV,1,0,1,0,0
DVA,1,0,1,0,0
DVAL,1,0,1,1,0
DVAX,1,1,1,1,0
DVDN,1,0,1,0,0
DVLU,1,0,1,1,0
DVN,1,0,1,0,0
DVND,1,0,1,0,0
DVOL,1,0,1,1,0
DVQQ,1,0,1,1,0
DVSP,1,0,1,1,0
DVY,1,0,1,1,0
DVYA,1,0,1,0,0
DVYE,1,0,1,0,0
DWAS,1,0,1,1,0
DWAT,1,0,1,0,0
DWAW,1,0,1,1,0
DWCR,1,0,1,0,0
DWLD,1,0,1,0,0
DWM,1,0,1,0,0
DWMF,1,0,1,0,0
DWSH,1,0,1,1,0
DWSN,1,1,1,1,0
DWTX,1,1,1,1,0
DWUS,1,0,1,1,0
DWX,1,0,1,0,0
DX,1,0,1,0,0
DX$C,1,0,1,0,0
DXC,1,0,1,0,0
DXCM,1,1,1,1,0
DXD,1,0,1,0,0
DXF,1,0,1,0,0
DXIV,1,0,1,0,0
DXJ,1,0,1,0,0
DXJS,1,0,1,1,0
DXLG,1,1,1,1,0
DXPE,1,1,1,1,0
DXR,1,1,1,1,0
DXST,1,1,1,1,0
DXUV,1,0,1,0,0
DXYZ,1,0,1,0,0
DY,1,0,1,0,0
DYAI,1,1,1,1,0
DYCQ,1,1,1,1,0
DYCQR,1,0,1,1,0
DYCQU,1,1,1,1,0
DYFI,1,0,1,1,0
DYLD,1,0,1,0,0
DYLG,1,0,1,0,0
DYN,1,1,1,1,0
DYNF,1,0,1,0,0
DYNI,1,0,1,1,0
DYNX,1,1,1,1,0
DYNXU,1,1,1,1,0
DYNXW,1,1,1,1,0
DYTA,1,0,1,1,0
DZZ,1,0,1,0,0
E,1,0,1,0,0
EA,1,1,1,1,0
EAD,1,0,1,0,0
EAF,1,0,1,0,0
EAFG,1,0,1,0,0
EAGG,1,0,1,0,0
EAGL,1,0,1,0,0
EAI,1,0,1,0,0
EALT,1,0,1,0,0
EAOA,1,0,1,0,0
EAOK,1,0,1,0,0
EAOM,1,0,1,0,0
EAOR,1,0,1,0,0
EAPR,1,0,1,0,0
EARN,1,0,1,0,0
EASG,1,0,1,0,0
EAST,1,1,1,1,0
EAT,1,0,1,0,0
EATV,1,0,1,0,0
EATZ,1,0,1,0,0
EB,1,0,1,0,0
EBAY,1,1,1,1,0
EBC,1,1,1,1,0
EBF,1,0,1,0,0
